year,state,all_death,nat_death,syn_death,methad_death,heroin_death,presc_rate,treat_fac,uninsur,uninsur_rate,insur,insur_rate,labor_force,employed,employed_rate,unemployed,unemployed_rate,poverty,poverty_rate,median_income
2013,Colorado,433,221,67,41,120,71.2,410,722130,16,3796881,84,2767160,2577560,92.9046875,189600,7.0953125,665351,12.9,58942
2013,Connecticut,439,144,53,49,227,67.4,159,322785,10.9,2639797,89.1,1863340,1717764,92.325,145576,7.675,373387,10.7,67262
2013,Delaware,113,35,22,21,39,92.7,34,82347,10.9,674026,89.1,442728,413119,93.13333333333334,29609,6.86666666666666,115774,12.9,58244
2013,District of Columbia,60,10,NA,NA,35,41.1,29,40687,7.5,500752,92.5,374126,342351,91.5,31775,8.5,115096,18.8,66326
2013,Florida,1268,751,200,271,181,73.5,456,3778848,24.3,11775091,75.7,9453752,8770089,92.46865671641791,683663,7.53134328358209,3268130,17.1,46021
2013,Georgia,530,309,80,110,67,86.6,278,1810621,21.2,6745943,78.8,4756159,4366376,90.69937106918239,389783,9.30062893081761,1849944,19,47765
2013,Hawaii,69,39,NA,17,10,49.4,116,88089,7.6,1065058,92.4,651556,619690,94.5,31866,5.5,153375,11.2,67798
2013,Idaho,77,51,14,11,NA,89.2,92,256305,18.8,1106859,81.2,770838,723636,93.21136363636364,47202,6.78863636363636,246708,15.6,46621
2013,Illinois,1072,185,87,92,583,63.7,601,1588326,14.6,9311767,85.4,6549480,5956755,91.12549019607845,592725,8.87450980392156,1841996,14.6,56212
2013,Indiana,360,111,34,34,160,106.3,232,887375,16.1,4608908,83.9,3188404,2944273,92.25,244131,7.75,1008411,15.8,47508
2013,Iowa,179,106,32,24,31,72.2,102,244164,9.6,2290547,90.4,1674201,1594895,95.27474747474749,79306,4.72525252525252,377037,12.6,52286
2013,Kansas,158,88,37,30,12,88.7,189,341248,14.1,2083158,85.9,1485933,1407222,95.32666666666667,78711,4.67333333333333,391718,13.9,50892
2013,Kentucky,665,349,76,70,215,111.7,293,615363,16.8,3041139,83.2,2055441,1890878,90.6075,164563,9.3925,803044,18.8,43307
2013,Louisiana,265,86,26,20,121,112.4,93,746374,19.1,3156438,80.9,2101422,1960542,92.353125,140880,7.646875,897284,20,44234
2013,Maine,125,64,23,34,16,85.9,185,143651,13.5,922719,86.5,705413,658519,92.7125,46894,7.2875,181386,14,47095
2013,Maryland,749,304,93,138,217,69,323,584728,11.7,4430087,88.3,3129355,2923500,92.72083333333335,205855,7.27916666666666,591457,10.2,72482
2013,Massachusetts,888,179,98,94,288,63,259,238392,4.3,5272507,95.7,3512832,3276795,92.81428571428572,236037,7.18571428571428,770922,11.9,66794
2013,Michigan,909,283,86,163,421,98.9,421,1059974,12.9,7170839,87.1,4723952,4308034,90.07228915662651,415918,9.92771084337349,1646038,17,48200
2013,Minnesota,305,111,33,76,92,58.3,309,433829,9.5,4138668,90.5,2958600,2811766,94.51609195402298,146834,5.48390804597701,592526,11.2,60664
2013,Mississippi,100,55,24,12,10,119.6,68,498591,20,1993981,80,1272487,1163760,89.8719512195122,108727,10.1280487804878,692058,23.9,38191
2013,Missouri,620,237,97,54,261,93.3,217,762811,15.3,4232994,84.7,3020214,2817437,92.8295652173913,202777,7.17043478260869,928778,15.8,46905
2013,Montana,67,43,NA,14,NA,84.2,58,166184,20,664987,80,510784,483075,94.6732142857143,27709,5.32678571428571,159248,16.1,46893
2013,Nebraska,41,33,NA,NA,NA,71.3,90,201766,12.9,1360858,87.1,1018301,979940,96.35913978494624,38361,3.64086021505376,234742,12.9,51502
2013,Nevada,398,242,26,70,48,91.1,60,551933,23.3,1821122,76.7,1381160,1248124,90.97058823529412,133036,9.02941176470588,433267,15.8,51250
2013,New Hampshire,157,62,30,14,67,82,37,139569,12.8,948109,87.2,741285,703535,95.07,37750,4.93,115146,9,64064
2013,New Jersey,675,231,57,67,383,58.3,314,1125246,15,6352312,85,4548557,4173826,91.31428571428572,374731,8.68571428571428,995390,11.4,70224
2013,New Mexico,322,209,23,28,89,71.4,96,380445,21.9,1359655,78.1,923901,859805,92.3909090909091,64096,7.6090909090909,437923,21.4,44026
2013,New York,1681,644,210,274,666,46.7,791,2036206,12.4,14366783,87.6,9659165,8913785,92.29516129032258,745380,7.70483870967742,3068230,16,57255
2013,North Carolina,834,397,116,164,189,96.7,358,1491079,18.1,6738765,81.9,4692945,4318116,90.984,374829,9.016,1711331,17.8,45946
2013,North Dakota,11,NA,NA,NA,NA,60.1,57,73944,12.3,527517,87.7,406198,394397,96.5245283018868,11801,3.4754716981132,81055,11.6,56800
2013,Ohio,1630,518,167,116,998,93.1,285,1248847,13,8325649,87,5716743,5290615,91.93295454545455,426128,8.06704545454545,1793523,15.9,48138
2013,Oklahoma,511,375,88,68,22,123.3,167,659369,20.6,2547115,79.4,1802079,1706864,94.34935064935065,95215,5.65064935064935,624209,16.7,45724
2013,Oregon,301,119,27,66,103,94.2,208,560102,17.2,2697931,82.8,1910706,1760302,90.94166666666666,150404,9.05833333333333,637505,16.5,50228
2013,Pennsylvania,958,406,108,82,409,81.6,434,1204620,11.6,9146775,88.4,6442416,5967812,92.32089552238806,474604,7.67910447761194,1687854,13.7,52005
2013,Rhode Island,190,80,32,28,65,76.9,54,118849,13.9,737740,86.1,556928,505371,91.3,51557,8.7,148275,14.7,55015
2013,South Carolina,247,144,50,50,32,103,92,729833,18.6,3193077,81.4,2190976,2023646,90.76304347826087,167330,9.23695652173913,858553,18.5,44310
2013,South Dakota,34,27,NA,NA,NA,60.6,54,89295,12.8,607076,87.2,443086,426288,95.58939393939394,16798,4.41060606060606,114291,14,49200
2013,Tennessee,767,524,99,86,68,127.1,166,878198,16.2,4536745,83.8,3067436,2828480,90.86526315789474,238956,9.13473684210526,1128618,17.8,44268
2013,Texas,1053,452,112,128,369,70,370,5695879,24.8,17233839,75.2,12857613,12052657,93.83503937007875,804956,6.16496062992126,4531427,17.5,51714
2013,Utah,432,358,58,59,122,82.1,136,393334,15.3,2181397,84.7,1405630,1341191,94.46551724137932,64439,5.53448275862068,360119,12.6,59715
2013,Vermont,70,37,17,14,20,52.2,36,43638,8.7,459536,91.3,350447,334966,95.1,15481,4.9,73947,12.3,52511
2013,Virginia,640,297,125,96,206,76.6,140,971264,14,5964197,86,4237294,3995194,93.30526315789474,242100,6.69473684210526,941059,11.7,62745
2013,Washington,640,269,59,156,205,75.2,401,940952,15.9,4965476,84.1,3463877,3219844,91.2974358974359,244033,8.7025641025641,963088,14.1,58431
2013,West Virginia,490,341,98,54,144,129,86,254261,17.1,1236874,82.9,798535,744411,92.28363636363638,54124,7.71636363636363,331674,18.4,41195
2013,Wisconsin,599,277,81,76,232,73.8,200,505462,10.6,4266845,89.4,3079312,2872000,92.63194444444446,207312,7.36805555555555,753709,13.5,51474
2013,Wyoming,48,33,NA,NA,NA,81.5,45,77766,15.8,414759,84.2,306611,292132,95.3304347826087,14479,4.6695652173913,62118,10.9,58424
2014,Alabama,270,90,47,44,122,135.2,128,567439,14.2,3439507,85.8,2160848,2014293,92.1044776119403,146555,7.8955223880597,905682,19.2,42917
2014,Alaska,76,40,14,12,25,62.7,73,123604,19,526551,81,365384,340304,89.6241379310345,25080,10.3758620689655,81622,11.4,70898
2014,Arizona,589,290,57,62,197,79.7,250,886514,16.1,4629831,83.9,3099885,2889382,90.54666666666667,210503,9.45333333333333,1195889,18.2,50036
2014,Arkansas,173,119,32,29,NA,123.2,59,336619,13.8,2095216,86.2,1316511,1237247,93.13866666666667,79264,6.86133333333333,539999,18.7,41335
2014,California,2024,1047,194,337,561,52.7,1234,4655102,14.1,28470657,85.9,18714714,17310940,91.18103448275863,1403774,8.81896551724137,6253423,16.4,61927
2014,Colorado,517,259,80,51,156,69.6,418,535569,11.7,4037837,88.3,2802533,2662405,94.8125,140128,5.1875,632987,12.1,61324
2014,Connecticut,525,157,94,50,299,66,160,236861,8,2716598,92,1887431,1762564,93.525,124867,6.475,375281,10.8,70007
2014,Delaware,124,38,29,24,54,91,33,70640,9.3,689207,90.7,452187,426325,94.1,25862,5.9,118032,13,59853
2014,District of Columbia,63,19,13,NA,37,40.1,28,32799,5.9,519772,94.1,379123,349686,92.2,29437,7.8,114790,18.4,69992
2014,Florida,1399,697,343,227,344,71.4,519,3176171,20.2,12565283,79.8,9567300,8966248,93.37761194029851,601052,6.62238805970149,3231142,16.6,47439
2014,Georgia,710,388,174,124,153,83.8,270,1549301,18,7054694,82,4738963,4403440,92.00817610062894,335523,7.99182389937106,1802783,18.4,49240
2014,Hawaii,59,35,NA,10,12,47.7,165,69936,6,1088142,94,665465,636495,95.275,28970,4.725,158266,11.5,69549
2014,Idaho,78,42,13,18,11,87.4,121,216276,15.7,1158022,84.3,779985,742302,94.6,37683,5.4,237604,14.8,47572
2014,Illinois,1205,253,127,106,711,62.3,651,1211871,11.2,9641337,88.8,6513869,6052154,93.04019607843138,461715,6.95980392156862,1802337,14.3,57458
2014,Indiana,462,149,83,37,173,96.7,229,768504,14,4725518,86,3224777,3032499,94.03152173913044,192278,5.96847826086956,968437,15.2,49384
2014,Iowa,158,81,29,16,37,72.3,105,185413,7.3,2355055,92.7,1701451,1629329,95.76969696969697,72122,4.23030303030303,368678,12.3,53816
2014,Kansas,173,91,39,34,19,86.5,189,284342,11.7,2139912,88.3,1492168,1424443,96.00571428571429,67725,3.99428571428571,381506,13.5,52392
2014,Kentucky,729,344,179,59,228,110,316,360275,9.9,3288227,90.1,2006362,1876842,92.42416666666666,129520,7.57583333333333,812803,19,42914
2014,Louisiana,260,93,29,20,107,108.9,91,661811,16.9,3245274,83.1,2151286,2014191,92.746875,137095,7.253125,898902,19.9,44680
2014,Maine,171,80,62,29,38,82.4,204,131550,12.4,927872,87.6,696316,657191,93.8125,39125,6.1875,181737,14,49381
2014,Maryland,921,388,230,153,313,67.6,338,450280,8.9,4587434,91.1,3123051,2941564,93.55833333333334,181487,6.44166666666666,604762,10.4,73851
2014,Massachusetts,1140,178,453,88,469,59.6,294,208262,3.8,5328563,96.2,3568320,3363437,93.81428571428572,204883,6.18571428571428,760211,11.7,69200
2014,Michigan,1052,328,178,146,525,98,423,827968,10.1,7373451,89.9,4761393,4417028,91.82048192771084,344365,8.17951807228915,1567465,16.2,49755
2014,Minnesota,318,102,44,81,100,56.6,341,308991,6.7,4277958,93.3,2972812,2848792,95.23908045977012,124020,4.76091954022988,607870,11.4,61473
2014,Mississippi,115,63,24,NA,23,116.3,63,424433,17.1,2057148,82.9,1250182,1156347,91.09024390243903,93835,8.90975609756097,634960,21.9,39738
2014,Missouri,696,237,109,53,334,90.7,234,682388,13.7,4307595,86.3,3046917,2859968,93.4608695652174,186949,6.5391304347826,908394,15.5,48288
2014,Montana,53,22,14,16,NA,80.1,54,139768,16.8,692997,83.2,512244,488335,95.32857142857144,23909,4.67142857142857,151915,15.2,46608
2014,Nebraska,56,30,13,NA,NA,70.1,85,173309,11,1395248,89,1010821,977620,96.88387096774194,33201,3.11612903225806,225054,12.3,52803
2014,Nevada,375,224,32,64,64,90.1,60,416208,17.3,1984951,82.7,1388771,1278809,92.37647058823529,109962,7.6235294117647,430447,15.4,51487
2014,New Hampshire,297,81,151,29,98,79.6,36,118870,11,965333,89,743318,711549,95.81,31769,4.19,117822,9.2,66469
2014,New Jersey,728,245,111,50,424,57.2,311,940315,12.6,6549903,87.4,4487040,4183542,92.80952380952381,303498,7.19047619047619,972441,11.1,71968
2014,New Mexico,402,223,66,45,139,71.5,82,295204,17.1,1433152,82.9,931758,869561,92.71818181818182,62197,7.28181818181818,420388,20.6,44905
2014,New York,1739,608,294,231,825,43.9,804,1654986,10.1,14779006,89.9,9529422,8925697,93.6725806451613,603725,6.3274193548387,3082613,16,58771
2014,North Carolina,967,462,217,131,266,93.7,395,1254138,15.2,7014972,84.8,4696796,4400321,92.92699999999999,296475,7.073,1663954,17.2,46596
2014,North Dakota,31,17,10,NA,NA,58.1,58,57168,9.3,558178,90.7,413546,402524,96.70943396226416,11022,3.29056603773584,79203,11.1,60227
2014,Ohio,2106,618,590,107,1208,89.5,302,947102,9.9,8605074,90.1,5704382,5373059,93.79204545454546,331323,6.20795454545454,1778288,15.8,49349
2014,Oklahoma,502,370,73,67,26,110.9,169,576768,17.9,2641798,82.1,1798266,1717631,95.1922077922078,80635,4.8077922077922,623162,16.6,47524
2014,Oregon,340,137,33,59,124,91.9,209,378857,11.6,2892287,88.4,1936871,1805528,92.19166666666666,131343,7.80833333333333,637156,16.4,51088
2014,Pennsylvania,1092,411,217,81,503,79.9,482,1047882,10.2,9275622,89.8,6392358,6017926,93.90298507462687,374432,6.09701492537313,1679008,13.6,53224
2014,Rhode Island,205,70,82,24,66,72.8,55,74089,8.6,782587,91.4,556579,513754,92.78,42825,7.22,149825,14.8,54797
2014,South Carolina,515,319,110,77,64,101.3,90,635365,16.1,3313561,83.9,2222348,2078596,92.36304347826086,143752,7.63695652173913,838065,17.9,45337
2014,South Dakota,33,20,NA,NA,NA,61.7,64,81569,11.6,619028,88.4,446723,431388,95.98030303030303,15335,4.01969696969696,115906,14.1,51059
2014,Tennessee,863,554,132,71,148,121.3,167,765026,14.1,4668482,85.9,3024198,2825059,92.31157894736843,199139,7.68842105263157,1165245,18.2,44357
2014,Texas,1151,471,157,116,425,67,381,4976322,21.4,18321348,78.6,13039472,12374183,95.04291338582678,665289,4.95708661417322,4519548,17.2,53067
2014,Utah,455,367,68,47,110,78.8,148,360274,13.8,2246121,86.2,1427065,1372636,95.25862068965517,54429,4.74137931034482,341587,11.8,60943
2014,Vermont,64,21,21,NA,33,50.4,39,30387,6.1,469034,93.9,347055,333381,95.57857142857144,13674,4.42142857142857,72294,12,54153
2014,Virginia,758,323,176,105,253,73.5,139,863567,12.4,6099559,87.6,4241195,4019477,93.98345864661655,221718,6.01654135338345,955541,11.8,64923
2014,Washington,673,288,62,115,289,74.2,401,630600,10.6,5324170,89.4,3491491,3277543,92.56410256410257,213948,7.43589743589743,913463,13.2,61358
2014,West Virginia,554,363,122,35,163,126.4,92,156077,10.6,1321256,89.4,788825,736474,92.46727272727273,52351,7.53272727272727,328734,18.3,41030
2014,Wisconsin,627,279,90,78,270,71.9,201,407618,8.6,4351387,91.4,3081552,2914996,94.01388888888889,166556,5.98611111111111,737307,13.2,52632
2014,Wyoming,54,28,12,NA,10,80.9,53,69582,14.2,421425,85.8,305968,293300,95.90434782608696,12668,4.09565217391304,63860,11.2,58291
2015,Alabama,282,87,70,40,111,125,124,475233,11.9,3518948,88.1,2158307,2026907,92.96716417910449,131400,7.03283582089552,875853,18.5,44833
2015,Alaska,86,51,14,10,37,60.8,81,105982,16.3,543431,83.7,363397,339723,90.41724137931035,23674,9.58275862068965,74941,10.4,73391
2015,Arizona,671,298,72,75,247,75.5,283,710610,12.8,4849167,87.2,3166615,2974541,91.27333333333334,192074,8.72666666666666,1159046,17.4,51473
2015,Arkansas,203,144,44,37,NA,117.2,60,269055,11.1,2161171,88.9,1331637,1264538,94.19733333333335,67099,5.80266666666666,540733,18.7,42046
2015,California,2018,1019,229,291,593,47.7,1165,3234373,9.7,30037246,90.3,18851088,17681851,92.47241379310346,1169237,7.52758620689655,5896255,15.4,64483
2015,Colorado,495,259,64,34,159,65.1,350,428602,9.2,4216152,90.8,2828880,2719501,95.996875,109379,4.003125,614410,11.5,63945
2015,Connecticut,685,183,211,72,390,62.3,180,201842,6.9,2737364,93.1,1888879,1780842,94.4,108037,5.6,367867,10.6,71333
2015,Delaware,133,36,38,14,64,84.4,33,52951,6.9,710749,93.1,465732,443100,95,22632,5,115655,12.6,61327
2015,District of Columbia,98,21,26,NA,67,35.7,26,24198,4.3,538759,95.7,389218,362420,93.1,26798,6.9,113185,17.7,73115
2015,Florida,1838,789,610,210,567,67.1,522,2602192,16.3,13361134,83.7,9608400,9084484,94.2044776119403,523916,5.7955223880597,3129061,15.8,49416
2015,Georgia,858,435,284,115,222,79.4,275,1366843,15.8,7302970,84.2,4775468,4490422,93.2496855345912,285046,6.7503144654088,1705831,17.2,51225
2015,Hawaii,62,37,13,NA,15,44.3,148,55299,4.8,1107190,95.2,673969,649951,96.15,24018,3.85,149091,10.7,73097
2015,Idaho,90,51,16,12,16,81.9,104,177426,12.8,1206366,87.2,795989,762282,95.225,33707,4.775,238646,14.7,48311
2015,Illinois,1381,271,278,99,844,59.1,598,885019,8.2,9908414,91.8,6510826,6122626,93.91470588235295,388200,6.08529411764705,1702210,13.6,59590
2015,Indiana,535,146,120,36,240,89.1,226,621372,11.3,4872140,88.7,3266534,3108729,95.15869565217392,157805,4.84130434782608,924428,14.4,50510
2015,Iowa,170,75,44,24,45,68.6,131,149178,5.9,2396603,94.1,1701520,1637261,96.22626262626262,64259,3.77373737373737,366453,12.1,54843
2015,Kansas,150,74,36,26,21,80.5,190,253816,10.5,2169065,89.5,1490701,1428566,96.10666666666667,62135,3.89333333333333,366069,12.9,53802
2015,Kentucky,885,382,323,60,310,102.6,281,258239,7.1,3385055,92.9,1979704,1874876,93.49333333333334,104828,6.50666666666666,786345,18.3,45178
2015,Louisiana,287,108,38,16,126,100.4,108,538466,13.8,3368202,86.2,2158662,2022149,92.6734375,136513,7.3265625,885846,19.5,45829
2015,Maine,238,102,116,36,52,76.5,178,108771,10.3,942917,89.7,683207,653242,95.14375,29965,4.85625,171266,13.2,51419
2015,Maryland,1087,398,357,182,405,63,333,374972,7.4,4666572,92.6,3139754,2980009,94.3375,159745,5.6625,583369,9.9,75784
2015,Massachusetts,1550,225,949,82,634,54,279,180139,3.2,5376938,96.8,3590348,3417790,94.82142857142858,172558,5.17857142857142,752453,11.5,70659
2015,Michigan,1309,380,457,171,646,90.5,415,590197,7.2,7584232,92.8,4759311,4501005,93.5421686746988,258306,6.4578313253012,1524330,15.7,51063
2015,Minnesota,338,125,55,55,115,52.1,309,237981,5.2,4358615,94.8,2997757,2887136,95.65517241379311,110621,4.34482758620689,546499,10.2,63459
2015,Mississippi,150,73,35,12,38,110.9,72,365919,14.8,2103477,85.2,1265253,1184276,92.4109756097561,80977,7.5890243902439,638919,22.1,40630
2015,Missouri,692,237,183,62,303,84.5,225,574373,11.5,4412587,88.5,3075235,2920764,94.55130434782609,154471,5.44869565217391,875704,14.8,50200
2015,Montana,48,26,NA,NA,NA,73.3,50,118357,14.2,717247,85.8,517569,495982,95.66964285714286,21587,4.33035714285714,144634,14.4,49650
2015,Nebraska,55,30,13,12,NA,65.5,107,148165,9.4,1428013,90.6,1007263,976994,97.11505376344087,30269,2.88494623655913,224696,12.2,55073
2015,Nevada,419,259,32,57,82,85.4,62,341952,14.1,2089393,85.9,1407273,1312102,93.22352941176472,95171,6.77647058823529,424824,14.9,52544
2015,New Hampshire,380,63,285,25,78,74.8,43,84026,7.8,996349,92.2,745460,720361,96.69,25099,3.31,108293,8.4,70003
2015,New Jersey,862,237,243,55,508,56,299,745867,10,6736702,90,4489006,4229161,93.77619047619048,259845,6.22380952380952,945989,10.8,72337
2015,New Mexico,351,160,42,33,156,69.8,121,225491,13.1,1490759,86.9,934225,873425,92.82727272727273,60800,7.17272727272727,405364,19.8,45524
2015,New York,2166,705,668,246,1058,45.1,780,1351396,8.2,15066810,91.8,9561881,9057472,94.46451612903226,504409,5.53548387096774,2985604,15.5,60805
2015,North Carolina,1171,554,300,108,393,88.4,366,1080102,13,7234965,87,4770870,4497318,93.595,273552,6.405,1607249,16.4,47884
2015,North Dakota,34,15,NA,NA,NA,53,56,54797,8.7,575928,91.3,413071,401537,96.68301886792453,11534,3.31698113207547,78613,10.7,61674
2015,Ohio,2698,690,1234,109,1444,82.7,310,735492,7.7,8792642,92.3,5696702,5416918,94.66136363636365,279784,5.33863636363636,1670487,14.8,51086
2015,Oklahoma,427,277,93,62,36,104.4,148,522022,16.1,2716238,83.9,1832671,1751853,95.07792207792208,80818,4.92207792207792,608507,16,48595
2015,Oregon,331,150,34,70,102,84.2,203,278293,8.4,3024852,91.6,1978636,1867912,93.58333333333334,110724,6.41666666666666,601626,15.2,54074
2015,Pennsylvania,1362,460,429,89,663,75.5,471,786343,7.6,9509333,92.4,6415823,6075921,94.34776119402986,339902,5.65223880597014,1624991,13.1,55683
2015,Rhode Island,254,95,137,30,45,65.7,46,56939,6.7,797081,93.3,554584,521374,94.38,33210,5.62,143724,14.1,57265
2015,South Carolina,554,322,161,57,100,95.1,91,517674,13,3459554,87,2267555,2132102,92.95,135453,7.05,796609,16.8,47308
2015,South Dakota,27,10,NA,NA,NA,59.1,56,82558,11.8,619387,88.2,449861,435919,96.4,13942,3.6,111697,13.5,53263
2015,Tennessee,1038,643,251,67,205,114.9,191,656235,12,4797982,88,3061513,2889415,93.41894736842106,172098,6.58105263157894,1077866,16.7,47243
2015,Texas,1287,473,186,144,523,59.8,380,4536765,19.2,19140106,80.8,13095850,12513697,95.26614173228347,582153,4.73385826771653,4255690,15.9,55668
2015,Utah,448,357,62,45,127,74.4,149,306968,11.6,2339921,88.4,1460660,1407817,95.14827586206897,52843,4.85172413793103,331233,11.2,62961
2015,Vermont,79,25,33,NA,33,60.1,39,23229,4.7,472219,95.3,344629,332355,95.96428571428572,12274,4.03571428571428,62643,10.4,56883
2015,Virginia,820,276,270,67,353,68.1,200,722551,10.4,6253241,89.6,4216148,4028405,94.8609022556391,187743,5.1390977443609,914226,11.2,66263
2015,Washington,692,261,65,111,303,69.8,376,459596,7.6,5561786,92.4,3550453,3349996,93.05128205128206,200457,6.94871794871794,860734,12.2,64080
2015,West Virginia,629,356,217,29,194,111.3,90,106941,7.3,1358296,92.7,781906,729217,92.26545454545455,52689,7.73454545454545,322589,18,41969
2015,Wisconsin,622,249,112,73,287,67.5,228,314933,6.6,4435087,93.4,3092185,2951488,94.9375,140697,5.0625,679937,12.1,55623
2015,Wyoming,46,28,NA,NA,NA,75.4,52,65487,13.4,424832,86.6,304400,291294,95.82173913043479,13106,4.17826086956521,60787,10.6,61213
2016,Alabama,343,94,157,34,126,121,122,427972,10.8,3545106,89.2,2177218,2049979,93.33731343283583,127239,6.66268656716417,814197,17.2,46309
2016,Alaska,94,45,NA,13,49,58.9,80,100787,15.5,548727,84.5,362235,337370,90.63103448275862,24865,9.36896551724138,71916,9.9,76144
2016,Arizona,769,326,123,75,299,70.2,282,669819,11.9,4943358,88.1,3240593,3066012,92.30666666666667,174581,7.69333333333333,1107153,16.4,53481
2016,Arkansas,169,114,38,32,13,114.6,89,228342,9.4,2199165,90.6,1340009,1286881,95.37733333333334,53128,4.62266666666666,497388,17.2,44406
2016,California,2012,955,355,281,587,44.8,1138,2787305,8.4,30474373,91.6,19044474,18002774,93.07068965517242,1041700,6.92931034482758,5527621,14.4,67715
2016,Colorado,536,212,72,58,234,59.8,349,401879,8.6,4293388,91.4,2896779,2803441,96.696875,93338,3.303125,598378,11,65718
2016,Connecticut,855,206,500,72,450,55.9,186,168258,5.8,2748163,94.2,1891276,1793906,94.9875,97370,5.0125,342171,9.9,73380
2016,Delaware,154,31,79,11,56,79.2,37,51494,6.7,711795,93.3,472243,450912,95.4,21331,4.6,109592,11.8,62112
2016,District of Columbia,209,52,129,21,122,32.5,26,23274,4.1,546995,95.9,395424,371295,93.9,24129,6.1,119778,18.5,74093
2016,Florida,2798,1030,1566,203,669,66.6,562,2478194,15.4,13664572,84.6,9825697,9354563,94.90597014925373,471134,5.09402985074626,2986237,14.8,50857
2016,Georgia,918,455,277,115,226,77.8,272,1295994,14.9,7410654,85.1,4921505,4658058,93.94905660377358,263447,6.05094339622641,1612368,16.1,53468
2016,Hawaii,77,44,NA,15,20,41.9,149,48641,4.2,1107015,95.8,682961,662784,96.8,20177,3.2,132597,9.5,74659
2016,Idaho,119,64,20,15,25,77.6,107,165164,11.8,1236981,88.2,815081,784174,95.65454545454546,30907,4.34545454545454,228037,13.8,51647
2016,Illinois,1947,378,907,123,1040,56.8,612,801267,7.5,9890849,92.5,6549853,6169529,93.9343137254902,380324,6.0656862745098,1620974,13,60977
2016,Indiana,794,231,304,34,297,83.9,236,518435,9.5,4963779,90.5,3328905,3181902,95.5391304347826,147003,4.46086956521739,899168,14,52289
2016,Iowa,183,82,58,13,47,64,134,126746,5,2418293,95,1694148,1633325,96.40404040404042,60823,3.59595959595959,354429,11.7,56354
2016,Kansas,146,83,27,10,32,76.9,180,239482,9.9,2169620,90.1,1485335,1425443,96.16285714285715,59892,3.83714285714285,343773,12.2,54828
2016,Kentucky,989,403,465,48,311,97.2,298,218900,6,3414007,94,2014115,1910905,93.48083333333334,103210,6.51916666666666,782779,18.2,46610
2016,Louisiana,346,111,89,16,149,98.1,106,460244,11.8,3429702,88.2,2121079,1992630,93.0203125,128449,6.9796875,911970,20.1,45374
2016,Maine,301,132,199,37,55,66.9,198,105736,10.1,941147,89.9,691227,665059,95.79375,26168,4.20625,159523,12.3,52926
2016,Maryland,1821,666,1091,197,650,58.7,363,353248,7,4670972,93,3160074,3019151,95,140923,5,572786,9.7,78787
2016,Massachusetts,1990,267,1550,95,630,47.1,308,165417,3,5380246,97,3619688,3479438,95.81428571428572,140250,4.18571428571428,688366,10.5,75207
2016,Michigan,1762,560,921,149,727,84.9,431,519190,6.4,7612826,93.6,4848090,4606695,94.00722891566267,241395,5.99277108433734,1449683,14.9,52436
2016,Minnesota,396,137,99,67,149,46.9,333,220535,4.8,4381792,95.2,3033411,2916354,95.38620689655173,117057,4.61379310344827,531789,9.9,65583
2016,Mississippi,180,97,45,NA,33,105.6,71,342668,14,2108492,86,1279437,1205192,93.14268292682927,74245,6.85731707317073,606873,21,41793
2016,Missouri,914,231,441,41,380,80.4,238,526350,10.6,4444115,89.4,3080862,2940319,94.91130434782609,140543,5.08869565217391,826358,14,51713
2016,Montana,42,12,14,NA,NA,69.8,44,84231,10,754051,90,522157,500515,95.65,21642,4.35,136439,13.4,50265
2016,Nebraska,44,22,13,NA,NA,62.8,111,153934,9.7,1425255,90.3,1009446,978536,97.02043010752689,30910,2.97956989247311,208864,11.3,56979
2016,Nevada,408,235,53,53,86,80.7,61,323527,13.1,2137466,86.9,1424145,1342473,94.33529411764707,81672,5.66470588235294,407308,14.1,55201
2016,New Hampshire,437,69,363,29,34,64.3,52,78021,7.2,998266,92.8,751316,729894,97.19,21422,2.81,97753,7.6,70986
2016,New Jersey,1409,346,689,84,850,52.6,299,681347,9.2,6762991,90.8,4474687,4252061,94.66190476190476,222626,5.33809523809523,915390,10.4,76212
2016,New Mexico,349,153,78,41,161,65.1,113,189965,11.2,1511626,88.8,936349,874424,92.95151515151517,61925,7.04848484848484,390461,19.1,46844
2016,New York,3009,892,1641,289,1307,42.7,806,1151995,7.1,15147470,92.9,9557101,9093570,94.88387096774194,463531,5.11612903225806,2843954,14.8,62700
2016,North Carolina,1506,611,601,118,544,82.5,413,1023107,12.2,7332350,87.8,4860272,4613303,94.346,246969,5.654,1523034,15.4,50595
2016,North Dakota,54,17,15,NA,12,47.8,56,47683,7.6,581913,92.4,412770,399997,96.51509433962265,12773,3.48490566037735,76951,10.5,61898
2016,Ohio,3613,785,2296,96,1478,75.3,333,632536,6.7,8847334,93.3,5739031,5450632,94.50227272727273,288399,5.49772727272727,1639636,14.5,52357
2016,Oklahoma,444,285,98,46,53,97.9,136,517631,16,2720564,84,1832010,1743816,94.70389610389611,88194,5.29610389610389,615050,16.1,49204
2016,Oregon,312,128,43,46,114,76.3,188,248573,7.4,3091231,92.6,2048357,1949932,94.49166666666667,98425,5.50833333333333,538169,13.4,57379
2016,Pennsylvania,2235,634,1309,113,926,69.5,478,691654,6.8,9542054,93.2,6450059,6103011,94.0955223880597,347048,5.90447761194029,1589584,12.9,56897
2016,Rhode Island,279,89,182,29,25,60.3,48,43275,5.1,806379,94.9,553418,524702,95.16,28716,4.84,134683,13.3,60046
